Model,model_present_ch4_diff,model_ch4
ssp126,0.445978221,4.573665609
ssp126,0.247475637,2.170425833
ssp126,-983.32671,1608.681193
ssp126,-78.62297947,1436.639229
ssp126,0.176546029,2.199962681
ssp126,-11.48988762,151.1993266
ssp126,-11.85414659,25.00850939
ssp126,-57.65099694,530.1542949
ssp126,-280.527086,3883.969916
ssp126,-180.6493447,1085.304541
ssp126,126.5926505,148.2877815
ssp126,-23.1534964,640.1891104
ssp126,-49.13607061,534.5752066
ssp126,1.894158217,14.73294598
ssp126,-3741.13736,9360.26324
ssp126,-2.288342379,122.6116844
ssp126,-9.966217594,1463.856568
ssp126,0.762319876,64.73911002
ssp126,-1412.464957,3324.807747
ssp126,0.598345301,3.548816999
ssp126,0.503992815,2.810131325
ssp126,-9.319787405,18.44176147
ssp126,-726.9119332,2236.491933
ssp126,-17.8019889,88.3755238
ssp126,-10.08250217,187.5108432
ssp126,244.2700957,1564.381264
ssp126,-85.60963275,1028.248179
ssp126,-99.83604971,1117.44472
ssp126,-1.385092848,192.9181348
ssp126,-437.9264203,999.6121513
ssp126,0.889165973,12.14015403
ssp126,-57.71732347,120.1398912
ssp126,0.223076845,3.816379385
ssp126,-1.721238614,6.102315244
ssp126,195.1199314,1176.224139
ssp126,-127.4489401,883.4444531
ssp126,-14.28518585,138.6678769
ssp126,-62.51012601,493.163707
ssp126,-699.1623417,1668.93035
ssp126,-168.4982773,194.2605279
ssp126,-3.127478287,342.5731423
ssp126,-153.1197624,1306.611392
ssp126,-42.92010603,83.15046073
ssp126,0.095927282,2.988609038
ssp126,-316.2192266,373.8161112
ssp126,-182.9282297,540.9873017
ssp126,1028.393814,2914.272956
ssp126,-57.95917785,469.1497948
ssp126,-9.122534895,1463.369115
ssp126,-4.754234106,83.90849521
ssp126,-5.801367636,20.24735384
ssp126,-17.37491997,1259.37345
ssp126,-276.2782929,1224.363862
ssp126,0.238244052,93.31282155
ssp126,6.972723262,2.668553458
ssp126,-0.425858721,28.88573732
ssp126,0.406065742,2.977866448
ssp126,-13.49541124,603.8218462
ssp126,-0.854992978,18.75098908
ssp126,-182.3960083,1145.553673
ssp126,-21.63374904,557.655444
ssp126,-5.014229711,25.47500441
ssp126,0.024182044,12.53836726
ssp126,-667.9230291,1140.362461
ssp126,-118.4023392,1928.796999
ssp126,-678.9361549,1100.081364
ssp126,4.764007984,4.590743576
ssp126,255.2888972,1730.635233
ssp126,-21.96441375,184.3409387
ssp126,-415.0914449,753.0063879
ssp126,-14.37398976,241.8959838
ssp126,-122.20785,1127.1566
ssp126,-253.8729999,3661.69821
ssp126,2.289140924,5.397055846
ssp126,-149.4383554,1838.805895
ssp126,-104.2627344,1675.630484
ssp126,-624.2540438,1301.7602
ssp126,-117.7536626,1075.079121
ssp126,-70.53317767,1140.204138
ssp126,-179.1884225,193.4706856
ssp126,-6.759650092,345.8045641
ssp126,-10.50884338,225.3533934
ssp126,-148.4707357,1568.887956
ssp126,-0.809114128,49.92641663
ssp126,-677.4870707,1505.608521
ssp126,-41.16263949,520.8262715
ssp126,1976.352904,1466.767816
ssp126,-0.76075067,49.45919477
ssp126,-16.50775018,2979.38475
ssp126,-35.92792404,675.48995
ssp126,-15.32383457,379.6992666
ssp126,-0.362719632,8.557445692
ssp126,0.88857753,14.39056677
ssp126,-41.82719471,397.9219717
ssp126,-1.190261347,13.29187675
ssp126,-350.5183673,1983.963087
ssp126,0.037159169,8.177476391
ssp126,-2.708408444,125.9950484
ssp126,-749.110337,949.286358
ssp126,-3.221584594,281.5210776
ssp126,-166.3135242,192.3112196
ssp126,-5.021174725,301.8150517
ssp126,210.830349,2289.751901
ssp126,-326.2508733,3556.873623
ssp126,-4.090738036,54.99201284
ssp126,-10.11203947,239.0703865
ssp126,0.948733573,59.88141053
ssp126,-60.03225285,1256.950363
ssp126,-201.3189558,7381.017746
ssp126,155.3090511,1239.445299
ssp126,-43.03996472,548.8996847
ssp126,0.683147355,3.168736495
ssp126,-0.977687279,141.4812133
ssp126,0.045354283,12.95995332
ssp126,-88.53827328,658.7708013
ssp126,-43.83265136,1802.120121
ssp126,-93.72469826,1928.276718
ssp126,-47.10370907,362.7932541
ssp126,-1.870329588,1074.19788
ssp126,0.913175153,16.23649595
ssp126,0.023529731,3162.67766
ssp126,339.9330722,1987.239338
ssp126,0.158996599,2.059470911
ssp126,-2.18368142,63.71384922
ssp126,-2.432520054,121.8389491
ssp126,-131.4800269,2179.198927
ssp126,-48.57686451,119.0737914
ssp126,-757.7870744,900.5278374
ssp126,-16.69587984,55.20528764
ssp126,-40.59722295,1267.557073
ssp126,-13.2824034,1933.531183
ssp126,-65.54329501,850.62025
ssp126,-223.4617727,730.1548997
ssp126,-59.69972683,657.6414908
ssp126,-996.4955127,2373.422743
ssp126,-67.7861055,205.1195715
ssp126,-72.22542044,1253.28977
ssp126,-1703.645002,9426.185202
ssp126,-1.789492513,1690.782003
ssp126,0.291846208,3.563395822
ssp126,0.24798764,0.50951692
ssp126,-3.158794666,20.96533267
ssp126,-2622.425898,3935.451868
ssp126,-20.36775741,391.7099404
ssp126,-0.107394566,20.32952277
ssp126,-5.414693196,195.1093782
ssp126,159.8615703,1376.67998
ssp126,-2.247642659,11.07124811
ssp126,-2930.849654,4523.167254
ssp126,-0.588868489,26.25647789
ssp126,-90.71881177,430.0891508
ssp126,-683.2730665,1117.230551
ssp126,0.25841185,2.52509897
ssp126,0.500152488,10.33322971
ssp126,-653.8221483,3539.254918
ssp126,-1.312657468,243.2422945
ssp126,0.253363324,15.01781588
ssp126,-1191.528717,2252.636217
ssp126,-652.9717738,1580.807427
ssp126,1.549135162,13.41852294
ssp126,-11.46570151,246.0541425
ssp126,-146.1794866,4010.722697
ssp126,-1125.902443,1584.309253
ssp126,0.173114819,4.112879711
ssp126,-0.850398289,21.74317299
ssp126,-8.21728622,185.0905722
ssp126,0.064186274,1.290701186
ssp126,-467.1415979,1205.544713
ssp126,808.0231434,2377.430697
ssp126,-237.0730861,409.9683081
ssp126,-14.2428379,554.7052659
ssp126,-6.314380348,79.13795725
ssp126,-126.4216447,338.0334627
ssp126,-40.68214002,102.4977728
ssp126,0.056643465,2.294730275
ssp126,-127.261485,1005.036926
ssp126,-76.93091279,517.5804588
ssp126,0.092981768,5.833786982
ssp126,-630.5203039,967.9925499
ssp126,-958.9521735,2418.887154
ssp126,-478.5024796,753.2782846
ssp126,19.87663385,700.2695861
ssp126,-16.26966697,64.06768507
ssp126,-45.95512946,54.5482157
ssp126,-31.22072448,365.1576035
ssp126,-0.165723657,2.877450977
ssp126,0.083793639,74.63599296
ssp126,0.783953136,2.636414054
ssp126,-71.29378096,796.885833
ssp126,-4.888952036,199.600951
ssp126,-1167.114758,3280.612708
ssp126,0.284569865,3.861182005
ssp126,0.886090849,58.65162945
ssp126,-1.603391158,2.785277788
ssp126,-4.839277982,293.167113
ssp126,2547.819434,6617.866386
ssp126,-0.405804108,0.504930118
ssp126,-79.80974977,364.9724438
ssp126,0.170705423,2.555529517
ssp126,-3753.189822,3928.657404
ssp126,0.004407453,0.133093447
ssp126,-50.35506976,2901.66187
ssp126,-173.6598749,1921.003655
ssp126,-2.857888164,37.17969086
ssp126,-1.40705886,12.59727436
ssp126,-16.92725622,377.2773772
ssp126,0.0629518,0.61287067
ssp126,0.034379865,2.377974245
ssp126,-587.8590575,860.9871505
ssp126,0.598012348,14.35612475
ssp126,0.689764864,56.82734484
ssp126,-2.050406361,123.3943474
ssp126,0.179898793,4.517005147
ssp126,0.066055824,3.687168526
ssp126,0.758041218,4.978235072
ssp126,-80.32520576,816.5836578
ssp126,-140.8520575,933.9992575
ssp126,-8.573697502,328.7272025
